Model,Scenario,Region,Variable,Unit,Mip_Era,Activity_Id,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500
AIM/CGE,ssp370,World,Emissions|BC,Mt BC/yr,CMIP6,not_applicable,2.097770755,2.072925926,2.064311933,2.071950564,2.099349783,2.099173165,2.068915407,2.147923676,2.12061141,2.117267431,2.127804105,2.137756989,2.101748109,2.107029758,2.071549227,2.123600022,2.110459977,2.112460701,2.18313204,2.137633742,2.139364739,2.100909701,2.087077541,2.092755603,2.154900741,2.148996597,2.112143132,2.170244784,2.198001402,2.159615777,2.189267588,2.1894412,2.160522701,2.15072559,2.140542212,2.165839691,2.158683485,2.185179294,2.255223484,2.207664632,2.216436996,2.172583556,2.161650793,2.153273834,2.213843116,2.202692273,2.153154616,2.213475036,2.234056283,2.207292165,2.215974055,2.21940169,2.202692661,2.180015828,2.197298087,2.215042398,2.222822585,2.239871982,2.311936484,2.26744264,2.279523716,2.252530236,2.228006935,2.231996859,2.291579691,2.287324694,2.261022,2.296180569,2.335490105,2.304129482,2.321048766,2.333483777,2.302515118,2.282471765,2.310947811,2.322703112,2.320968834,2.346337782,2.420774153,2.379376332,2.403159831,2.361347125,2.353863299,2.356959381,2.412445466,2.405456375,2.404187956,2.440210174,2.477311746,2.452638138,2.443877522,2.490489852,2.449170469,2.411136271,2.443825896,2.471371875,2.471198742,2.521115228,2.5773718,2.552394089,2.571124479,2.526692589,2.50763416,2.527811743,2.610048543,2.593264313,2.573430007,2.636452577,2.660122642,2.64820325,2.648404731,2.670268663,2.648564983,2.629269514,2.667755634,2.720201066,2.710298337,2.761022671,2.825140562,2.785004317,2.831200782,2.797830347,2.771292694,2.841633848,2.86805891,2.833489105,2.843125267,2.881579173,2.905036494,2.92925864,2.921172062,2.962877226,2.944345851,2.918084088,2.97815874,2.987658653,3.000148376,3.044590075,3.123484052,3.104668338,3.159194949,3.125180696,3.110528365,3.125430895,3.205110618,3.216163845,3.170768747,3.268702112,3.296870259,3.355831345,3.361821037,3.382952935,3.38154147,3.389386332,3.4640583,3.525334738,3.54932448,3.674457368,3.67587664,3.690048662,3.767608107,3.725917532,3.709100468,3.787939036,3.764418792,3.722337783,3.744207069,3.826396856,3.83059738,3.722641135,3.813010121,3.661222702,3.658333723,3.88124621,3.774809016,3.790606982,3.724383638,3.850357382,3.828134932,3.890215994,3.907622806,3.699193086,3.701120519,3.673991696,3.817622407,3.826763235,3.972008023,3.977215074,3.879546431,4.010820601,4.026253626,4.050294267,4.114193284,4.114085782,4.111269896,3.970406317,3.971696435,4.004289599,4.123520873,4.095746551,4.331260791,4.212336067,4.278249967,4.400134891,4.475107773,4.585745112,4.844401489,5.084522572,5.060488043,5.186762349,5.288213084,5.280187775,5.268371109,5.437875743,5.259909465,5.270010253,5.285174796,5.390458849,5.370373092,5.404091613,5.549708797,5.703748992,5.971153375,5.895831576,5.971643938,5.998431374,6.237496532,6.353178768,6.579044818,6.677231649,6.618387125,6.57778223,6.915258578,6.625402214,6.815018955,6.922761989,7.013703662,7.200139154,7.39663506,7.320233668,7.508271532,8.011536269,7.364888993,7.531122847,7.895732734,7.813189501,7.686339551,8.269788743,8.412226876,7.698162125,7.457347232,7.591758769,8.046474187,8.241697598,8.542465507,8.840128386,8.92564815,9.284494092,9.091850914,9.109514002,9.665129376,9.478876566,9.705285171,9.560553735,9.744379658,9.727423577,,,,,10.2278933,,,,,,,,,,10.68755416,,,,,,,,,,11.00638786,,,,,,,,,,10.94571187,,,,,,,,,,10.58161735,,,,,,,,,,10.20387536,,,,,,,,,,9.761072065,,,,,,,,,,9.449638145,,,,,,,,,,9.105232927,,,,,,,,,,8.609235173,,,,,,,,,,8.113237419,,,,,,,,,,7.617239665,,,,,,,,,,7.12124191,,,,,,,,,,6.625244156,,,,,,,,,,6.129246402,,,,,,,,,,5.633248648,,,,,,,,,,5.137250894,,,,,,,,,,4.641253139,,,,,,,,,,4.145255385,,,,,,,,,,3.649257631,,,,,,,,,,3.153259877,,,,,,,,,,2.657262123,,,,,,,,,,2.161264368,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614
AIM/CGE,ssp370,World,Emissions|BC|MAGICC AFOLU,Mt BC/yr,CMIP6,not_applicable,1.580773425,1.554719928,1.544896219,1.551328671,1.577520663,1.576138063,1.544274469,1.622079245,1.593564729,1.589019746,1.598358952,1.606718497,1.569713429,1.574000124,1.537525874,1.588584184,1.57365986,1.574670568,1.644353125,1.597867279,1.598611963,1.554316177,1.535480853,1.536159048,1.593307617,1.582410202,1.53968664,1.592801617,1.615574859,1.572209156,1.594024777,1.591315225,1.56045003,1.548706015,1.536735755,1.559986018,1.549388047,1.573971212,1.641047639,1.591569828,1.598243986,1.552712189,1.542001298,1.533240494,1.59388455,1.58256247,1.532665487,1.591985164,1.611634387,1.583532871,1.591186124,1.590289219,1.567755011,1.54076115,1.552480843,1.566602924,1.56925104,1.58173173,1.650278228,1.601703759,1.60800954,1.577938208,1.551128428,1.553376886,1.610978491,1.604276361,1.574134854,1.606843302,1.644587604,1.609139755,1.623487903,1.629644343,1.592362883,1.564036328,1.585555283,1.590198396,1.582487658,1.599213252,1.668630906,1.622377561,1.630643379,1.585043441,1.573481849,1.571814909,1.619134152,1.604004004,1.588647812,1.619303555,1.650057273,1.619012337,1.600620148,1.640230512,1.597873062,1.550963932,1.573253399,1.586899545,1.577221688,1.611407085,1.664768724,1.631978617,1.636966562,1.586855333,1.55796224,1.567193017,1.623221088,1.599002712,1.568213446,1.628381354,1.648862711,1.624411341,1.60941172,1.620528742,1.592598307,1.546831186,1.56856349,1.607580902,1.587986735,1.623479292,1.67840123,1.622209022,1.650322453,1.604940314,1.554427337,1.609864177,1.644221951,1.596743146,1.602732462,1.630563458,1.651080304,1.653878263,1.614681651,1.63993099,1.599032812,1.547708275,1.59788107,1.600208426,1.600489163,1.623058186,1.658012366,1.637314996,1.64893107,1.592872522,1.566674336,1.585552741,1.650134723,1.629952549,1.56549374,1.636229695,1.631158557,1.63633436,1.608775914,1.601679113,1.574266875,1.522076988,1.587464162,1.603172049,1.582018912,1.62297615,1.649399556,1.62339474,1.657691547,1.603320173,1.56188298,1.582081366,1.6446555,1.601017618,1.569955491,1.625263003,1.644587948,1.652307296,1.639069401,1.614341228,1.562942588,1.672512944,1.573086513,1.583416486,1.567924015,1.600926648,1.602720583,1.612578267,1.703664902,1.574053111,1.646956393,1.5921583,1.673738267,1.647533025,1.715911843,1.654619995,1.600349027,1.671770624,1.602723114,1.600415765,1.644755425,1.629469041,1.642101578,1.660821814,1.575299093,1.588165739,1.654790066,1.627190837,1.769421304,1.557586177,1.585830446,1.656211644,1.671733989,1.651770964,1.742957775,1.847686007,1.652729108,1.59657993,1.559452325,1.652699946,1.631677964,1.755392923,1.595050901,1.59001365,1.576968574,1.707047168,1.606764961,1.542612475,1.57664421,1.579540015,1.76944539,1.573141002,1.620877614,1.530613943,1.642156316,1.617993385,1.695987838,1.656187235,1.638328937,1.570740633,1.86183863,1.490565038,1.55551204,1.592835179,1.597090044,1.661166307,1.697098996,1.562362235,1.610172714,2.105552853,1.540107017,1.693948828,2.038046541,1.841593972,1.715038093,2.294866003,2.598864972,1.924648297,1.648965978,1.667252823,1.993169487,1.93345726,1.911885117,1.967790418,1.836064079,1.946835691,1.649175993,1.548877638,1.909646269,1.588091416,1.771070928,1.525215373,1.740830072,1.748426408,,,,,1.728467766,,,,,,,,,,1.702757253,,,,,,,,,,1.693742097,,,,,,,,,,1.6866231,,,,,,,,,,1.670885063,,,,,,,,,,1.66140573,,,,,,,,,,1.657397278,,,,,,,,,,1.65994154,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614,,,,,,,,,,1.665266614
AIM/CGE,ssp370,World,Emissions|BC|MAGICC AFOLU|Agricultural Waste Burning,Mt BC/yr,CMIP6,not_applicable,0.227523066,0.219446156,0.218279239,0.222768676,0.230967224,0.226264143,0.226013421,0.237221276,0.223532418,0.232567235,0.235542799,0.233703843,0.235055266,0.232239422,0.21911423,0.231416998,0.228676747,0.229430484,0.235339745,0.234730699,0.229034737,0.218833312,0.218286894,0.219195495,0.232435569,0.224370487,0.224373228,0.231567356,0.225138563,0.227366552,0.235157482,0.232423132,0.231361415,0.227775149,0.218395548,0.223777223,0.225410794,0.22754975,0.234134989,0.230502529,0.226027504,0.216608335,0.214364762,0.216206075,0.230412715,0.223531102,0.224357881,0.229381542,0.223131054,0.228307183,0.233326916,0.229892943,0.230114628,0.224088387,0.220315876,0.222448586,0.227340421,0.227383167,0.234260446,0.230532353,0.225827013,0.218588543,0.213802719,0.218895204,0.231763208,0.225350006,0.226521503,0.230731847,0.225336007,0.230844675,0.236092955,0.233554795,0.234229913,0.223740161,0.225911963,0.223755679,0.229605042,0.22852389,0.237197191,0.232506669,0.226907457,0.219696909,0.217081741,0.221698965,0.229919517,0.224613617,0.229478476,0.22925701,0.227825457,0.23206149,0.235014756,0.234160515,0.231650282,0.222079599,0.223419923,0.222086829,0.226966352,0.228369334,0.23499313,0.231560353,0.227113016,0.217884028,0.215191484,0.21785809,0.227504022,0.222281032,0.228184933,0.226833632,0.224173559,0.233051716,0.234282084,0.231134617,0.230850361,0.219390708,0.222319395,0.22364762,0.227756519,0.230019907,0.23737044,0.232468025,0.228838032,0.220785558,0.215888956,0.225094063,0.229430364,0.223502318,0.234333008,0.228740453,0.226184366,0.241106958,0.234972116,0.233615497,0.232112115,0.220248429,0.226628912,0.224126246,0.228813948,0.229593168,0.235740216,0.2316739,0.228203035,0.218584833,0.217722846,0.221364559,0.228269323,0.226897625,0.22893722,0.227004815,0.222106956,0.2387605,0.23188596,0.22727226,0.225819368,0.214850965,0.22365995,0.222124255,0.223798141,0.227550427,0.231868132,0.225271799,0.227463295,0.217452118,0.214574897,0.2174593,0.224448214,0.222665458,0.227246196,0.224073612,0.225174178,0.238835974,0.23562072,0.220544724,0.216820471,0.239745006,0.217602719,0.21951643,0.213961481,0.222537093,0.223160792,0.225239808,0.236416326,0.223099654,0.226580649,0.226188707,0.232024076,0.23091054,0.240974982,0.229605574,0.223538314,0.230888404,0.214025276,0.222616092,0.227786456,0.223935056,0.228172454,0.226626694,0.215887728,0.2108925,0.222650132,0.223211411,0.245497085,0.205442168,0.213767458,0.225382395,0.232811226,0.214772355,0.224698849,0.239173755,0.221883215,0.215991021,0.206214235,0.215230029,0.215956,0.218655778,0.21523018,0.210232571,0.20538229,0.216620147,0.22086011,0.201386194,0.214044669,0.212510022,0.217814736,0.209424032,0.21055141,0.19357317,0.209474564,0.205933225,0.223294324,0.213677616,0.210369231,0.201670064,0.215135457,0.19478386,0.193335601,0.207502663,0.202390978,0.203621293,0.205291894,0.188732315,0.205219082,0.235031479,0.189190662,0.201254885,0.225670781,0.204928441,0.202512746,0.250526135,0.282723629,0.202436925,0.205663527,0.216185749,0.205034469,0.187755696,0.209585328,0.241412318,0.24355111,0.208270613,0.253278888,0.204883137,0.197123727,0.17685575,0.175228251,0.159020278,0.202204719,0.187326832,,,,,0.200908147,,,,,,,,,,0.230745872,,,,,,,,,,0.26039341,,,,,,,,,,0.290799511,,,,,,,,,,0.318928836,,,,,,,,,,0.346110384,,,,,,,,,,0.37175926,,,,,,,,,,0.396152544,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908,,,,,,,,,,0.419199908
AIM/CGE,ssp370,World,Emissions|BC|MAGICC AFOLU|Agriculture,Mt BC/yr,CMIP6,not_applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
AIM/CGE,ssp370,World,Emissions|BC|MAGICC AFOLU|Forest Burning,Mt BC/yr,CMIP6,not_applicable,0.388326889,0.378339281,0.364661547,0.376902456,0.388604028,0.379569327,0.37983504,0.387893562,0.377303971,0.395436379,0.408852551,0.390136214,0.397993789,0.386477756,0.358563456,0.396117824,0.376368875,0.379965701,0.404351948,0.389225673,0.391210386,0.375557441,0.362461521,0.370211334,0.391592209,0.378341054,0.37761597,0.380021519,0.379185559,0.38629622,0.405036713,0.383571828,0.396196912,0.381968969,0.357699662,0.389572186,0.372987046,0.380843741,0.403314606,0.388053686,0.391784385,0.375933806,0.360593986,0.370185385,0.392523322,0.381221821,0.381357459,0.381471802,0.37997464,0.395321147,0.406362129,0.385995687,0.401486726,0.383684395,0.365934898,0.394741581,0.381127781,0.386927167,0.40683122,0.393570448,0.399439226,0.383721802,0.368521407,0.381371158,0.401479173,0.390417852,0.394738009,0.391156244,0.391191087,0.402439438,0.417994395,0.399884239,0.414882354,0.393621239,0.378532887,0.402601453,0.391438496,0.395845437,0.419748551,0.404576973,0.410370129,0.392357711,0.378828196,0.390766696,0.409784191,0.395010578,0.405315841,0.3991267,0.397899004,0.409086902,0.419085565,0.406068408,0.416513002,0.396109863,0.380082703,0.40500189,0.392502102,0.403242661,0.423140202,0.407212251,0.416367459,0.393440089,0.379199717,0.387491499,0.409054356,0.392045318,0.401766744,0.397945496,0.393628225,0.40970281,0.416513817,0.397775143,0.411908985,0.390470012,0.377440966,0.406070194,0.39028191,0.403664146,0.420550508,0.4005613,0.414567126,0.390672399,0.374406841,0.396537683,0.407353252,0.386777772,0.403818022,0.395006183,0.38901961,0.416379816,0.413063436,0.397006969,0.405374209,0.380935207,0.3816369,0.397761063,0.386213494,0.396011309,0.412621083,0.394526433,0.406221774,0.381944191,0.369153325,0.382761981,0.40086802,0.386915691,0.388631981,0.385012393,0.372360466,0.404644562,0.401612469,0.379411553,0.380366653,0.365794402,0.382452479,0.385273609,0.375187007,0.391059122,0.392468372,0.378171119,0.396920259,0.37000267,0.354962522,0.369648944,0.395300847,0.375516604,0.382941207,0.375058532,0.37735216,0.401279806,0.394241762,0.370511568,0.355070031,0.384458807,0.366682601,0.36480753,0.349970188,0.353433161,0.357181405,0.37914217,0.402434601,0.367910732,0.372062095,0.381875701,0.387569519,0.379652237,0.396901939,0.377655624,0.361050802,0.378635503,0.357830519,0.352942187,0.375385556,0.364599606,0.378604894,0.363912186,0.3654542,0.352172722,0.353743791,0.396796152,0.411725445,0.345587531,0.372419379,0.38594991,0.386756073,0.364323066,0.398184018,0.426819259,0.364017262,0.368962358,0.348389449,0.431424416,0.378872244,0.464849871,0.372845782,0.394791205,0.376602272,0.406224806,0.395656484,0.344150454,0.371519845,0.381434619,0.471905479,0.385643762,0.367746985,0.354041359,0.387399405,0.384580471,0.384669965,0.39244135,0.384882738,0.383388114,0.501403081,0.35864256,0.376403809,0.406736244,0.384833511,0.47737889,0.447008249,0.370291298,0.419326621,0.745885678,0.385578399,0.452414292,0.721087576,0.565615608,0.461585803,0.834686563,0.958935096,0.523593622,0.393520183,0.29032397,0.650523416,0.67885641,0.591937877,0.589616676,0.581851571,0.619239139,0.396113708,0.372294634,0.651298643,0.373434562,0.560423859,0.432341047,0.581361262,0.497394371,,,,,0.504437675,,,,,,,,,,0.520566164,,,,,,,,,,0.538494456,,,,,,,,,,0.555135083,,,,,,,,,,0.568276932,,,,,,,,,,0.580052976,,,,,,,,,,0.590505164,,,,,,,,,,0.600182615,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199,,,,,,,,,,0.607282199
